,source,author,title,description,url,urlToImage,publishedAt,content
17,"{'id': 'google-news', 'name': 'Google News'}",,Silicon Valley exhales after US intervenes in SVB collapse - Reuters.com,Silicon Valley exhales after US intervenes in SVB collapse  Reuters.com,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2Uvc2lsaWNvbi12YWxsZXktZXhoYWxlcy1hZnRlci11cy1pbnRlcnZlbmVzLXN2Yi1jb2xsYXBzZS0yMDIzLTAzLTEzL9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T01:16:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
18,"{'id': 'google-news', 'name': 'Google News'}",,Germany imposes moratorium on German SVB branch - Reuters.com,Germany imposes moratorium on German SVB branch  Reuters.com,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvZ2VybWFueS1pbXBvc2VzLW1vcmF0b3JpdW0tZ2VybWFuLXN2Yi1icmFuY2gtMjAyMy0wMy0xMy_SAQA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T09:42:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
19,"{'id': 'google-news', 'name': 'Google News'}",,SVB scrambles for options after stock sale failed-sources - Reuters,SVB scrambles for options after stock sale failed-sources  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2Uvc3ZiLXNjcmFtYmxlcy1vcHRpb25zLWFmdGVyLXN0b2NrLXNhbGUtZmFpbGVkLXNvdXJjZXMtMjAyMy0wMy0xMC_SAQA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-10T15:09:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
20,"{'id': 'google-news', 'name': 'Google News'}",,SVB failure offers lesson for China - state media - Reuters,SVB failure offers lesson for China - state media  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2Uvc3ZiLWZhaWx1cmUtb2ZmZXJzLWxlc3Nvbi1jaGluYS1zdGF0ZS1tZWRpYS0yMDIzLTAzLTE1L9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-15T01:49:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
21,"{'id': 'google-news', 'name': 'Google News'}",,"Apollo, Blackstone eye SVB assets - Bloomberg News - Reuters","Apollo, Blackstone eye SVB assets - Bloomberg News  Reuters",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvYXBvbGxvLWJsYWNrc3RvbmUtZXllLXN2Yi1hc3NldHMtYmxvb21iZXJnLW5ld3MtMjAyMy0wMy0xNC_SAQA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-14T11:59:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
22,"{'id': 'google-news', 'name': 'Google News'}",,Japan won't face incidents like SVB collapse - finance minister - Reuters,Japan won't face incidents like SVB collapse - finance minister  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvamFwYW4td29udC1mYWNlLWluY2lkZW50cy1saWtlLXN2Yi1jb2xsYXBzZS1maW5hbmNlLW1pbmlzdGVyLTIwMjMtMDMtMTUv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-15T04:06:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
23,"{'id': 'google-news', 'name': 'Google News'}",,SVB shutdown sends shockwaves through Silicon Valley as CEOs ... - Reuters,SVB shutdown sends shockwaves through Silicon Valley as CEOs ...  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvdXMvc3ZiLXNodXRkb3duLXNlbmRzLXNob2Nrd2F2ZXMtdGhyb3VnaC1zaWxpY29uLXZhbGxleS1jZW9zLXJhY2UtbWFrZS1wYXlyb2xsLTIwMjMtMDMtMTEv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-11T00:48:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
24,"{'id': 'google-news', 'name': 'Google News'}",,SVB Financial looks to sell itself - CNBC - Reuters,SVB Financial looks to sell itself - CNBC  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvZGVhbHMvc3ZiLWZpbmFuY2lhbC1sb29rcy1zZWxsLWl0c2VsZi1jbmJjLTIwMjMtMDMtMTAv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-10T14:16:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
25,"{'id': 'google-news', 'name': 'Google News'}",,"Bitcoin, USDC stablecoin rally after US intervenes on SVB - Reuters.com","Bitcoin, USDC stablecoin rally after US intervenes on SVB  Reuters.com",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3RlY2hub2xvZ3kvYml0Y29pbi11c2RjLXN0YWJsZWNvaW4tcmFsbHktYWZ0ZXItdXMtaW50ZXJ2ZW5lcy1zdmItMjAyMy0wMy0xMy_SAQA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T00:55:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
26,"{'id': 'google-news', 'name': 'Google News'}",,Japanese banks slide as SVB contagion fear rattles markets - Reuters,Japanese banks slide as SVB contagion fear rattles markets  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvZ2xvYmFsLW1hcmtldHMtd3JhcHVwLTEtcGl4LTIwMjMtMDMtMTQv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-14T01:35:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
27,"{'id': 'google-news', 'name': 'Google News'}",,U.S. regulator planning another SVB auction - WSJ - Reuters.com,U.S. regulator planning another SVB auction - WSJ  Reuters.com,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvdXMvdXMtcmVndWxhdG9yLXBsYW5uaW5nLWFub3RoZXItc3ZiLWF1Y3Rpb24td3NqLTIwMjMtMDMtMTMv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T20:23:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
28,"{'id': 'google-news', 'name': 'Google News'}",,"SVB collapse no threat to Swedish financial system, financial ... - Reuters.com","SVB collapse no threat to Swedish financial system, financial ...  Reuters.com",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvZXVyb3BlL3N2Yi1jb2xsYXBzZS1uby10aHJlYXQtc3dlZGlzaC1maW5hbmNpYWwtc3lzdGVtLWZpbmFuY2lhbC13YXRjaGRvZy1zYXlzLTIwMjMtMDMtMTMv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T11:29:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
29,"{'id': 'google-news', 'name': 'Google News'}",,Bundesbank convenes crisis team to assess SVB fallout - Reuters,Bundesbank convenes crisis team to assess SVB fallout  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvYnVuZGVzYmFuay1jb252ZW5lcy1jcmlzaXMtdGVhbS1hc3Nlc3Mtc3ZiLWZhbGxvdXQtMjAyMy0wMy0xMy_SAQA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T10:15:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
30,"{'id': 'google-news', 'name': 'Google News'}",,Scholz plays down threat of SVB meltdown to Germany - Reuters,Scholz plays down threat of SVB meltdown to Germany  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvZXVyb3BlL3NjaG9sei1wbGF5cy1kb3duLXRocmVhdC1zdmItbWVsdGRvd24tZ2VybWFueS0yMDIzLTAzLTE0L9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-14T14:00:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
31,"{'id': 'cnn', 'name': 'CNN'}",David Goldman,What's the next Silicon Valley Bank — and how can the US prevent more chaos?,"Silicon Valley Bank failed in rapid, stunning fashion Friday. This week, the tech and banking sector are growing skittish about the next shoe to drop.",https://www.cnn.com/2023/03/12/investing/silicon-valley-bank-bailout/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/230312095700-02-silicon-valley-bank-031223.jpg?c=16x9&q=w_800,c_fill",2023-03-12T14:40:57Z,"Silicon Valley Bank failed in rapid, stunning fashion Friday. This week, the tech and banking sector are growing skittish about the next shoe to drop.
What took place Friday was an old-fashioned ban… [+4773 chars]"
32,"{'id': 'cnn', 'name': 'CNN'}",Stephen Collinson,"Analysis: America's biggest problem is its politics, not its banks",The dramatic meltdown of Silicon Valley Bank is proving one thing for sure -- the biggest systemic risk to the United States lies not in its banking system but in its polarized politics.,https://www.cnn.com/2023/03/14/politics/american-banking-politics-svb-analysis/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/230314000551-dome-of-capitol-031423.jpg?c=16x9&q=w_800,c_fill",2023-03-14T04:44:58Z,"The dramatic meltdown of Silicon Valley Bank is proving one thing for sure the biggest systemic risk to the United States lies not in its banking system but in its polarized politics.
So far, the Bi… [+10119 chars]"
33,"{'id': 'cnn', 'name': 'CNN'}",Stephen Collinson,Analysis: Biden team scrambles to contain financial and political contagion,The Biden administration's scramble to prevent financial contagion from the crash of Silicon Valley Bank is both an attempt to shield a resilient but still-vulnerable economy and to prevent grave political fallout.,https://www.cnn.com/2023/03/13/politics/biden-silicon-valley-bank-politics/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/230307101055-white-house-file.jpg?c=16x9&q=w_800,c_fill",2023-03-13T04:02:23Z,The Biden administrations scramble to prevent financial contagion from the crash of Silicon Valley Bank is both an attempt to shield a resilient but still-vulnerable economy and to prevent grave poli… [+10297 chars]
34,"{'id': 'cnn', 'name': 'CNN'}",Anna Cooban,Europe's banking stocks suffer biggest drop in a year,"Investors dumped European bank stocks for a third straight day Monday, despite dramatic moves over the weekend by the US and UK governments to shore up confidence in the financial system following Friday's collapse of Silicon Valley Bank.",https://www.cnn.com/2023/03/13/investing/european-banks-svb-collapse/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/230310171400-silicon-valley-bank-031023.jpg?c=16x9&q=w_800,c_fill",2023-03-13T16:03:17Z,"Investors dumped European bank stocks for a third straight dayMonday, despite dramatic moves over the weekend by the US and UK governments to shore up confidence in the financial system following Fri… [+3449 chars]"
35,"{'id': 'google-news', 'name': 'Google News'}",,SVB exploring sale as crisis triggers global banking rout - Yahoo Canada Finance,"<ol><li>SVB exploring sale as crisis triggers global banking rout  Yahoo Canada Finance
</li><li>SVB Rivals Field Calls From Startups Seeking New Home for Funds  BNN Bloomberg
</li><li>'Potential contagion risk': Crisis at distressed tech lender SVB sets of…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vY2EuZmluYW5jZS55YWhvby5jb20vbmV3cy9iYW5rcy1zdWNrZWQtZ2xvYmFsLXJvdXQtc3ZiLTEzNTMxNTE1My5odG1s0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-10T13:53:15Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
36,"{'id': 'business-insider', 'name': 'Business Insider'}",ddefrancesco@businessinsider.com (Dan DeFrancesco),Everyone's freaking out about SVB because everyone else is freaking out about SVB,"Silicon Valley Bank had a very bad Thursday, but its own clients arguably made it way worse for themselves.",https://www.businessinsider.com/silicon-valley-bank-panic-stock-dropping-vcs-startups-2023-3,https://i.insider.com/640a59739ef79f0018287518?width=1200&format=jpeg,2023-03-10T12:35:00Z,"The end (of the week) is here! Dan DeFrancesco in NYC, and I wish I had more to say, but I am just ready for the weekend.
Fun fact Friday: Musician Johnny Cash was the first American to learn of Jos… [+5892 chars]"
37,"{'id': 'google-news', 'name': 'Google News'}",,Norway sovereign fund expects to recover some SVB debt investment - Reuters.com,Norway sovereign fund expects to recover some SVB debt investment  Reuters.com,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2Uvbm9yd2F5LXNvdmVyZWlnbi1mdW5kLWV4cGVjdHMtcmVjb3Zlci1zb21lLXN2Yi1kZWJ0LWludmVzdG1lbnQtMjAyMy0wMy0xMy_SAQA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T10:49:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
38,"{'id': 'google-news', 'name': 'Google News'}",,No all-clear yet for European banks after SVB collapse - German ... - Reuters,No all-clear yet for European banks after SVB collapse - German ...  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2Uvbm8tYWxsLWNsZWFyLXlldC1ldXJvcGVhbi1iYW5rcy1hZnRlci1zdmItY29sbGFwc2UtZ2VybWFuLWVjb25vbWlzdC0yMDIzLTAzLTE0L9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-14T13:32:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
39,"{'id': 'google-news', 'name': 'Google News'}",,Record FDIC cash draw for SVB may affect debt ceiling 'X date' - Reuters,Record FDIC cash draw for SVB may affect debt ceiling 'X date'  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvcmVjb3JkLWZkaWMtY2FzaC1kcmF3LXN2Yi1tYXktYWZmZWN0LWRlYnQtY2VpbGluZy14LWRhdGUtMjAyMy0wMy0xNC_SAQA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-14T15:38:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
40,"{'id': 'google-news', 'name': 'Google News'}",,'No relation to SVB': India's SVC Bank acts to calm depositors amid ... - Reuters India,'No relation to SVB': India's SVC Bank acts to calm depositors amid ...  Reuters India,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2luZGlhL25vLXJlbGF0aW9uLXN2Yi1pbmRpYXMtc3ZjLWJhbmstYWN0cy1jYWxtLWRlcG9zaXRvcnMtYW1pZC1icmFuZC1uYW1lLWNvbmZ1c2lvbi0yMDIzLTAzLTEzL9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T09:53:21Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
41,"{'id': 'google-news', 'name': 'Google News'}",,"Exclusive: PNC, RBC interest in SVB cools as regulators seek ... - Reuters","Exclusive: PNC, RBC interest in SVB cools as regulators seek ...  Reuters",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvcG5jLXJiYy1pbnRlcmVzdC1zdmItY29vbHMtcmVndWxhdG9ycy1zZWVrLXJlc2N1ZS1iaWRzLXNvdXJjZXMtMjAyMy0wMy0xMi_SAQA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-12T20:33:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
42,"{'id': 'google-news', 'name': 'Google News'}",,"Biden to defend US banking system after SVB, Signature collapse - Reuters.com","Biden to defend US banking system after SVB, Signature collapse  Reuters.com",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvdXMvYmlkZW4tZGVmZW5kLXVzLWJhbmtpbmctc3lzdGVtLWFmdGVyLXN2Yi1zaWduYXR1cmUtY29sbGFwc2UtMjAyMy0wMy0xMy_SAQA?oc%3D5%26hl%3Den-CA%26gl%3DCA%26ceid%3DCA:en&gl=FR&hl=en-CA&cm=2&pc=n&src=1,,2023-03-13T03:12:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
43,"{'id': 'google-news', 'name': 'Google News'}",,Breakingviews - SVB proves even smaller banks are too big to fail - Reuters,Breakingviews - SVB proves even smaller banks are too big to fail  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2JyZWFraW5ndmlld3Mvc3ZiLXByb3Zlcy1ldmVuLXNtYWxsZXItYmFua3MtYXJlLXRvby1iaWctZmFpbC0yMDIzLTAzLTE1L9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-15T14:34:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
44,"{'id': 'google-news', 'name': 'Google News'}",,"Futures dip as SVB Financial extends rout, payrolls data awaited - Reuters","Futures dip as SVB Financial extends rout, payrolls data awaited  Reuters",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvdXMvZnV0dXJlcy1kaXAtc3ZiLWZpbmFuY2lhbC1leHRlbmRzLXJvdXQtcGF5cm9sbHMtZGF0YS1hd2FpdGVkLTIwMjMtMDMtMTAv0gEA?oc%3D5%26hl%3Den-CA%26gl%3DCA%26ceid%3DCA:en&gl=FR&hl=en-CA&cm=2&pc=n&src=1,,2023-03-10T11:09:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
45,"{'id': 'google-news', 'name': 'Google News'}",,FDIC racing to start returning some uninsured SVB deposits as soon ... - Reuters,FDIC racing to start returning some uninsured SVB deposits as soon ...  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiggFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS9idXNpbmVzcy9maW5hbmNlL2ZkaWMtcmFjaW5nLXN0YXJ0LXJldHVybmluZy1zb21lLXVuaW5zdXJlZC1zdmItZGVwb3NpdHMtc29vbi1tb25kYXktYmxvb21iZXJnLTIwMjMtMDMtMTIv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-12T00:43:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
46,"{'id': 'google-news', 'name': 'Google News'}",,"UK finance minister, Bank of England working to minimise SVB fallout - Reuters","UK finance minister, Bank of England working to minimise SVB fallout  Reuters",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvdWstZmluYW5jZS1taW5pc3Rlci1iYW5rLWVuZ2xhbmQtZ292ZXJub3ItdG91Y2gtb3Zlci1zdmItY29sbGFwc2UtMjAyMy0wMy0xMS_SAQA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-11T16:09:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
47,"{'id': 'google-news', 'name': 'Google News'}",,Banks sucked into global rout as SVB crisis spooks investors - Reuters,Banks sucked into global rout as SVB crisis spooks investors  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvZ2xvYmFsLW1hcmtldHMtYmFua3Mtd3JhcHVwLTEtMjAyMy0wMy0xMC_SAQA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-10T14:05:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
48,"{'id': 'google-news', 'name': 'Google News'}",,"French, Belgian banks not at risk from SVB collapse contagion ... - Reuters","French, Belgian banks not at risk from SVB collapse contagion ...  Reuters",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvZnJlbmNoLWJlbGdpYW4tYmFua3Mtbm90LXJpc2stc3ZiLWNvbGxhcHNlLWNvbnRhZ2lvbi1taW5pc3RlcnMtMjAyMy0wMy0xMy_SAQA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T14:43:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
49,"{'id': 'google-news', 'name': 'Google News'}",,Israel FinMin says immediate liquidity risk averted after SVB collapse - Reuters,Israel FinMin says immediate liquidity risk averted after SVB collapse  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvaXNyYWVsLWZpbm1pbi1zYXlzLWltbWVkaWF0ZS1saXF1aWRpdHktcmlzay1hdmVydGVkLWFmdGVyLXN2Yi1jb2xsYXBzZS0yMDIzLTAzLTE0L9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-14T17:54:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
50,"{'id': 'google-news', 'name': 'Google News'}",,Oil prices edge lower as SVB collapse spooks financial markets - Reuters.com,Oil prices edge lower as SVB collapse spooks financial markets  Reuters.com,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2VuZXJneS9vaWwtcHJpY2VzLWVkZ2UtbG93ZXItc3ZiLWNvbGxhcHNlLXNwb29rcy1maW5hbmNpYWwtbWFya2V0cy0yMDIzLTAzLTE0L9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-14T01:28:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
51,"{'id': 'google-news', 'name': 'Google News'}",,MSCI says it has deleted SVB parent from global standard indexes - Reuters.com,MSCI says it has deleted SVB parent from global standard indexes  Reuters.com,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvbXNjaS1zYXlzLWl0LWhhcy1kZWxldGVkLXN2Yi1wYXJlbnQtZ2xvYmFsLXN0YW5kYXJkLWluZGV4ZXMtMjAyMy0wMy0xMy_SAQA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T22:15:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
52,"{'id': 'google-news', 'name': 'Google News'}",,Futures rise on bets of likely rate hike pause after SVB collapse - Reuters.com,Futures rise on bets of likely rate hike pause after SVB collapse  Reuters.com,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvdXMvZnV0dXJlcy1yaXNlLWJldHMtbGlrZWx5LXJhdGUtaGlrZS1wYXVzZS1hZnRlci1zdmItY29sbGFwc2UtMjAyMy0wMy0xMy_SAQA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T08:07:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
